anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
2858,Ikusa Otome Valkyrie,Ride of the Valkyrie,戦乙女ヴァルキリー,6.14,Hentai,"Valkyrie was a female fighter whom Odin was proud of. She was noble, full of love, and pure. She was an invincible fighter on the battlefield. However, because of the betrayal of a goddess, Freya, she was captured. She was robbed of her ring, which was the source of her power, and her arms. Being excited upon seeing her naked figure, the demons began to assault her.

(Source: AnimeNfo)",OVA,2.0,"Dec 24, 2004 to Jan 28, 2005",UNKNOWN,Finished Airing,UNKNOWN,Kitty Media,Himajin Planning,Visual novel,28 min per ep,Rx - Hentai,UNKNOWN,6896,16,2697.0,7216,https://cdn.myanimelist.net/images/anime/8/41619.jpg
2859,Ikusa Otome Valkyrie Shinshou,UNKNOWN,戦乙女ヴァルキリー 真章,6.03,Hentai,"Goddess of war, Valkeries, are fierce in battle and can't be beaten by anyone in the world. But they have the defect of being attracted to normal male humans, that's what the inhabitants of the overworld noticed and decided to use to their advantage. Not only to win battles, but to take some Valkeries under their control turning them into sex slaves, ones just lose themselves and become soulless sex slaves but others deny to lose their pride and keep fighting almost every time, with words. Freiya was captured and the devils can now see where exactly is each goddess which is leading to disaster.

(Source: ANN)",OVA,2.0,"Feb 24, 2006 to May 25, 2007",UNKNOWN,Finished Airing,Himajin Planning,UNKNOWN,UNKNOWN,Visual novel,28 min per ep,Rx - Hentai,UNKNOWN,8589,4,1457.0,4107,https://cdn.myanimelist.net/images/anime/3/7257.jpg
2861,Seifuku Shojo The Animation,UNKNOWN,制服処女 the Animation,6.18,Hentai,"The anime itself depicts teen-aged (and well endowed) school girls getting raped—by her teachers (the first episode), by some ""businessmen"" who mistake the girl for a hooker (the second episode), by a class mate in mad love with the girl (third episode), and finally two sisters being raped by the school janitor.

(Source: AniDB)",OVA,2.0,"Feb 27, 2004 to May 28, 2004",UNKNOWN,Finished Airing,"Pink Pineapple, Soft Garage",UNKNOWN,ORADA COMPANY,Manga,28 min per ep,Rx - Hentai,UNKNOWN,8044,18,1638.0,4951,https://cdn.myanimelist.net/images/anime/1314/116243.jpg
2862,Tokineiro,UNKNOWN,刻音色,5.09,Hentai,"I woke up to find I was in an old house deep in the snowy mountains. They said I was carried into there with my head being bruised. There were a mistress, who was surrounded by books and pictures and loved camera, and the four maids who smiled sadly. They seemed to know everything. However, I couldn’t remember anything.

“You brought the time into this house where time had stopped”.

The gear began to work as if it was led by the folklore of spiriting away talked in the candle light. At midnight, the big clock that had stopped for decades rang thirteen times.

When a dark blue shadow crawled out from the depth of the well were wandering around, snivel of the maids came in the dark. Was it an ecstasy or else?

(Source: AnimeNfo)",OVA,2.0,"Jul 30, 2004 to Oct 29, 2004",UNKNOWN,Finished Airing,Discovery,Media Blasters,AT-2,Visual novel,28 min per ep,Rx - Hentai,UNKNOWN,8575,8,1679.0,4120,https://cdn.myanimelist.net/images/anime/1389/112093.jpg
2863,21-ji no Onna: Newscaster Katsuragi Miki,UNKNOWN,21時の女～ニュースキャスター桂木美紀～,5.73,Hentai,"Miki Katsuragi has finally landed her dream job, as an anchorwoman for the nine o'clock news. Unfortunately, this pretty reporter with a spotless reputation has a very dark secret. She's addicted to masturbation, and she can't stop for even a second!

When she is caught using a vibrator on the air by the cue-card holder, she's in real trouble. He's not above a little blackmail, so she's completely under his power. Not only does he show her what the real thing is like, but he also installs a remote-control vibrator into her panties for fun on the air!

(Source: AniDB)",OVA,3.0,"Apr 21, 2001 to Nov 21, 2001",UNKNOWN,Finished Airing,Milky Animation Label,Media Blasters,Atti Production,Manga,29 min per ep,Rx - Hentai,UNKNOWN,8687,11,1545.0,3953,https://cdn.myanimelist.net/images/anime/1918/114959.jpg
2864,2x1,Four Play,2x1,5.18,Hentai,"Noriko has a new passion, one so intense she hasn't attended school in weeks! When her classmates, Junichi and Satoshi pay a visit, they find that while her illness is not a flu it does make her hot in other ways...",OVA,2.0,"Feb 25, 1998 to Mar 25, 1998",UNKNOWN,Finished Airing,J.T.P.P.,NuTech Digital,Ripple Film,Unknown,24 min per ep,Rx - Hentai,UNKNOWN,9535,12,1132.0,2938,https://cdn.myanimelist.net/images/anime/2/36711.jpg
2866,Ane☆Haramix,UNKNOWN,姉☆孕みっくす,6.78,Hentai,"Since the early death of his parents, Takami Akitoshi has lived alone with his beautiful elder sister, Hitomi, while concealing his dirty desires for her.

One day, a mysterious girl named Mina enters his room. She introduces herself as Death and explains that she came to take his soul because he had reached the end of his lifespan. Hearing his screams, Hitomi runs in and, after the situation is explained to her, asks Mina to spare him.

Mina, moved by her earnestness, tells them that if Takami fathers a child within a week, she will let him live another 10 years.

Hearing her condition, he turns his face to Hitomi…

(Source: AnimeNfo)",OVA,4.0,"Aug 26, 2006 to Sep 15, 2007",UNKNOWN,Finished Airing,Pixy,UNKNOWN,Anime Antenna Iinkai,Visual novel,26 min per ep,Rx - Hentai,UNKNOWN,5300,65,5832.0,13835,https://cdn.myanimelist.net/images/anime/12/18252.jpg
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,UNKNOWN,姉汁 THE ANIMATION～白川三姉妹におまかせ～,6.91,Hentai,"After living with his grandparents for 10 years, Yuu Shirakawa moves back in with his mother. As it turns out, she has remarried. Her new husband has three beautiful, young daughters who are now going to be Yuu's stepsisters. Due to the nature of his work, Yuu's now-stepfather is often away from home, leaving the house to his children to use as they please. 

As he settles in his new room, Yuu notices a mysterious package addressed to him. Inside, he finds a glass bottle labeled ""Vial of Inanna,"" which apparently contains a deadly curse he is now afflicted with. The only way to lift the curse is to collect a significant amount of female bodily fluids while leaving their owners unaware of its existence. As horrible and difficult to fulfill as that may sound, Yuu soon realizes that the presence of three more-than-willing-to-cooperate girls in an empty house might be helpful.",OVA,2.0,"Dec 22, 2006 to Mar 23, 2007",UNKNOWN,Finished Airing,Pink Pineapple,UNKNOWN,T-Rex,Visual novel,30 min per ep,Rx - Hentai,UNKNOWN,5064,55,6074.0,15438,https://cdn.myanimelist.net/images/anime/1895/103803.jpg
2868,Kazama Mana,UNKNOWN,風間愛 (アニメ),6.14,Hentai,"This anime focuses on Kazama Mana, the main character of Yakin Byoto 2. She is an intern works for a sanatorium as an intern nurse. Mana looks up to Nightingale, and she want to be an angel in white like her. But, Mizukawa Wataru, the patient whose days are numbered, says to her that there’s no angel and begins to make her a sex game.

(Source: ANN)",OVA,1.0,"Aug 25, 2006",UNKNOWN,Finished Airing,Soft on Demand,UNKNOWN,Flavors Soft,Visual novel,30 min,Rx - Hentai,UNKNOWN,7384,32,2508.0,6090,https://cdn.myanimelist.net/images/anime/9/24765.jpg
2869,Nanase Ren,UNKNOWN,七瀬恋 (アニメ),6.05,Hentai,"This will appear to be a very disturbing animation to most. Designs by Murakami Teruaki, published by Soft by Demand (Anime), and based on the eroge by M no Violet.

(Source: Bakunyuu)

Note:

There are 2(!) Nanase Ren OVA. Produced by totally different studios, but both feature the same(!) character. The other one is the ""Kranke Nanase Ren"" (夜勤病棟　Kranke　七瀬恋) bit, which is a special for Yakin Byouto

(Source: AniDB)",OVA,1.0,"Dec 4, 2005",UNKNOWN,Finished Airing,Soft on Demand,Kitty Media,Flavors Soft,Visual novel,33 min,Rx - Hentai,UNKNOWN,7398,17,2391.0,6064,https://cdn.myanimelist.net/images/anime/1388/114226.jpg
2870,Yagami Yuu,Night Shift Nurses: Yagami Yu,八神優 (アニメ),6.33,Hentai,Based on a game by Mink's M no Violet division.,OVA,1.0,"Dec 21, 2006",UNKNOWN,Finished Airing,UNKNOWN,Kitty Media,Flavors Soft,Visual novel,32 min,Rx - Hentai,UNKNOWN,6772,31,3239.0,7609,https://cdn.myanimelist.net/images/anime/1840/132981.jpg
